Waktu,Harga,Volume
2026-08-19 09:00,745.0,44330400
2026-08-19 09:05,745.0,44330400
2026-08-19 09:15,745.0,44330400
2026-08-19 09:10,745.0,44330400
2026-08-19 09:25,745.0,44330400
2026-08-19 09:20,745.0,44330400
2026-08-19 09:35,745.0,44330400
2026-08-19 09:30,745.0,44330400
2026-08-19 09:45,745.0,44330400
2026-08-19 09:40,745.0,44330400
2026-08-19 09:55,745.0,44330400
2026-08-19 09:50,745.0,44330400
2026-08-19 10:05,745.0,44330400
2026-08-19 10:00,745.0,44330400
2026-08-19 10:15,740.0,680800
2026-08-19 10:10,740.0,705100
2026-08-19 10:25,745.0,995200
2026-08-19 10:20,745.0,1002800
2026-08-19 10:35,745.0,1394100
2026-08-19 10:30,745.0,1659700
2026-08-19 10:45,740.0,1713100
2026-08-19 10:40,740.0,1702800
2026-08-19 10:55,740.0,1901300
2026-08-19 10:50,745.0,1892300
2026-08-19 11:05,740.0,2207700
2026-08-19 11:00,740.0,2389300
2026-08-19 11:15,735.0,3222500
2026-08-19 11:10,740.0,3224300
2026-08-19 11:25,735.0,3260100
2026-08-19 11:20,740.0,3261900
2026-08-19 11:35,735.0,3352200
2026-08-19 11:30,735.0,3360700
2026-08-19 11:45,740.0,3477700
2026-08-19 11:40,740.0,3490800
2026-08-19 11:55,740.0,3580200
2026-08-19 11:50,740.0,3580200
2026-08-19 12:00,740.0,3616200
2026-08-19 12:05,740.0,3616200
2026-08-19 12:15,740.0,3721900
2026-08-19 12:10,740.0,3782200
2026-08-19 12:25,740.0,3961800
2026-08-19 12:20,740.0,3961800
2026-08-19 12:35,740.0,4022500
2026-08-19 12:30,735.0,4022800
2026-08-19 12:45,735.0,4224100
2026-08-19 12:40,735.0,4225000
2026-08-19 12:55,740.0,4241100
2026-08-19 12:50,735.0,4245100
2026-08-19 13:05,740.0,4330300
2026-08-19 13:00,735.0,4326000
2026-08-19 13:15,735.0,4355300
2026-08-19 13:10,735.0,4355300
2026-08-19 13:25,735.0,4355300
2026-08-19 13:20,735.0,4355300
2026-08-19 13:35,735.0,4355300
2026-08-19 13:30,735.0,4355300
2026-08-19 13:45,735.0,4355300
2026-08-19 13:40,735.0,4355300
2026-08-19 13:55,735.0,4355300
2026-08-19 13:50,735.0,4355300
2026-08-19 14:05,735.0,4355300
2026-08-19 14:00,735.0,4355300
2026-08-19 14:15,735.0,4355300
2026-08-19 14:10,735.0,4355300
2026-08-19 14:25,735.0,4355300
2026-08-19 14:20,735.0,4355300
2026-08-19 14:35,735.0,4355300
2026-08-19 14:30,735.0,4355300
2026-08-19 14:45,735.0,4509600
2026-08-19 14:40,740.0,4532400
2026-08-19 14:55,735.0,4604600
2026-08-19 14:50,735.0,4643300
2026-08-19 15:00,735.0,4913200
2026-08-19 15:05,735.0,4834000
2026-08-19 15:15,735.0,5081200
2026-08-19 15:10,735.0,5071300
2026-08-19 15:25,735.0,5246600
2026-08-19 15:20,735.0,5246600
2026-08-19 15:35,735.0,5490000
2026-08-19 15:30,740.0,5453600
2026-08-19 15:40,735.0,5640400
2026-08-19 15:45,735.0,5610300
2026-08-19 15:55,735.0,6945600
2026-08-19 15:50,735.0,6942400
2026-08-19 16:05,740.0,7427600
2026-08-19 16:00,735.0,7468400
2026-08-19 16:15,740.0,8571600
2026-08-19 16:10,745.0,8569600
2026-08-19 16:25,740.0,8603500
2026-08-19 16:20,740.0,8617500
