Waktu,Harga,Volume
2026-08-20 09:00,94.0,19192400
2026-08-20 09:05,94.0,19192400
2026-08-20 09:10,94.0,19192400
2026-08-20 09:15,94.0,19192400
2026-08-20 09:25,94.0,19192400
2026-08-20 09:20,94.0,19192400
2026-08-20 09:35,94.0,19192400
2026-08-20 09:30,94.0,19192400
2026-08-20 09:45,94.0,19192400
2026-08-20 09:40,94.0,19192400
2026-08-20 09:55,94.0,19192400
2026-08-20 09:50,94.0,19192400
2026-08-20 10:05,94.0,19192400
2026-08-20 10:00,94.0,19192400
2026-08-20 10:15,94.0,104900
2026-08-20 10:10,95.0,108500
2026-08-20 10:25,98.0,5069700
2026-08-20 10:20,97.0,7513000
2026-08-20 10:35,98.0,18168700
2026-08-20 10:30,98.0,18182000
2026-08-20 10:45,97.0,19963200
2026-08-20 10:40,97.0,20470200
2026-08-20 10:55,98.0,23048100
2026-08-20 10:50,97.0,23056300
2026-08-20 11:05,97.0,24341400
2026-08-20 11:00,96.0,24384800
2026-08-20 11:15,97.0,26279500
2026-08-20 11:10,97.0,27062400
2026-08-20 11:25,98.0,27804000
2026-08-20 11:20,97.0,27859100
2026-08-20 11:35,98.0,30423400
2026-08-20 11:30,97.0,30617500
2026-08-20 11:45,98.0,30856300
2026-08-20 11:40,98.0,31067700
2026-08-20 11:55,97.0,34805000
2026-08-20 11:50,98.0,34757600
2026-08-20 12:05,98.0,35622800
2026-08-20 12:00,97.0,35624100
2026-08-20 12:10,97.0,36452100
2026-08-20 12:15,98.0,35822600
2026-08-20 12:25,96.0,36516000
2026-08-20 12:20,97.0,36788900
2026-08-20 12:35,96.0,37111700
2026-08-20 12:30,97.0,37124200
2026-08-20 12:45,96.0,37312500
2026-08-20 12:40,96.0,37312500
2026-08-20 12:55,96.0,37405400
2026-08-20 12:50,97.0,37405600
2026-08-20 13:05,96.0,37484200
2026-08-20 13:00,96.0,37484200
2026-08-20 13:15,97.0,37488500
2026-08-20 13:10,97.0,37488500
2026-08-20 13:25,97.0,37488400
2026-08-20 13:20,97.0,37488400
2026-08-20 13:30,97.0,37488400
2026-08-20 13:35,97.0,37488400
2026-08-20 13:45,97.0,37488400
2026-08-20 13:40,97.0,37488400
2026-08-20 13:55,97.0,37488400
2026-08-20 13:50,97.0,37488400
2026-08-20 14:05,97.0,37488400
2026-08-20 14:00,97.0,37488400
2026-08-20 14:15,97.0,37488400
2026-08-20 14:10,97.0,37488400
2026-08-20 14:20,97.0,37488400
2026-08-20 14:25,97.0,37488400
2026-08-20 14:35,97.0,37488400
2026-08-20 14:30,97.0,37488400
2026-08-20 14:45,96.0,37644800
2026-08-20 14:40,97.0,37681600
2026-08-20 14:55,97.0,37814600
2026-08-20 14:50,97.0,37814600
2026-08-20 15:05,96.0,37853500
2026-08-20 15:00,97.0,37918500
2026-08-20 15:15,97.0,39311300
2026-08-20 15:10,97.0,39311300
2026-08-20 15:25,97.0,40896000
2026-08-20 15:20,97.0,41185400
